item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
Character_NightHawk,Captain Levi,outfit,epic,,Special Operations Squad,4,2,2023-04-11T08:00:00Z
Character_NigiriNinja,Green Jade,outfit,epic,,Fighting Spirit,6,1,2025-01-14T09:36:24Z
Character_NimblePilot,Maxx Speed,outfit,epic,CREW SERIES,Finish Line,6,5,2025-10-09T08:45:50Z
Character_NinjaWarrior,Miyako,outfit,epic,,Painted Dusk,6,4,2025-07-15T08:18:07Z
Character_NitroFlow,Mizuki,outfit,legendary,,River Guard,4,2,2023-03-12T08:46:29Z
Character_NobleCrusher,Ultima King,outfit,epic,,Fort Knights,7,4,2026-09-03T15:24:18Z
Character_NobleSpear,Umbra Nyte,outfit,epic,,Supernova Academy,6,4,2025-07-29T08:28:45Z
Character_NoiseClueGust,Weezy,outfit,icon,Icon Series,Lil Wayne,7,4,2026-09-10T16:36:49Z
Character_NoiseClueLurch,Lil Wayne,outfit,icon,Icon Series,Lil Wayne,7,4,2026-09-10T16:36:49Z
Character_NoiseLess,Dynamic Hush,outfit,rare,,Silence is Golden,5,2,2024-03-26T08:00:00Z
Character_NoonDoctor,Dylan Faden,outfit,gaminglegends,Gaming Legends Series,CONTROL Resonant,7,3,2026-08-21T15:01:57Z
Character_NotchGnarl,Daffy Duck,outfit,epic,,Looney Tunes,7,2,2026-03-24T16:00:55Z
Character_NovelGuard,Kavel,outfit,rare,,En Garde,5,1,2024-01-23T13:34:48Z
Character_Nox,Colby,outfit,rare,,Fully Realized,3,4,2022-11-15T10:41:18Z
Character_NPCHireReward,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_NPC_UmbraMolt,NPC UmbraMolt,outfit,epic,,,,,2025-11-29T20:57:37Z
Character_NutmegMayo,Mrs. Incredible,outfit,epic,,The Incredibles,5,4,2024-09-28T00:00:00Z
Character_OakWeld,Autumn,outfit,epic,,Changing Seasons,6,6,2025-11-02T20:05:32Z
Character_OasisCheck,FFC Striker Sparkplug,outfit,epic,,Fortnite Football Club,6,6,2025-11-19T22:20:50Z
Character_OatmealSpreadActive,Stix,outfit,epic,,Fort Ballers,6,2,2025-04-24T20:49:07Z
Character_OatmealSpreadGolem,Courtside Axo,outfit,epic,,Fort Ballers,6,2,2025-04-24T20:49:07Z
Character_OboeThorn,Fred Jones,outfit,epic,,Mystery Inc.,6,5,2025-10-09T08:45:50Z
Character_OceanBreeze,Flakes Power,outfit,icon,Icon Series,Flakes Power,4,1,2023-02-21T15:01:03Z
Character_OceanPearlFNCS,Champion Aphrodite,outfit,epic,,FNCS,7,3,2026-07-30T13:11:09Z
Character_OliveStomp,Wolverine (Pen & Ink),outfit,marvel,MARVEL SERIES,Deadpool & Wolverine,5,3,2024-07-26T15:47:44Z
Character_OmegaAngel,Ark'ana,outfit,epic,,Wings of Anarchy,6,2,2025-02-21T12:17:00Z
Character_OmelettePop,Hensey,outfit,epic,,Coop Master,6,4,2025-07-15T08:18:07Z
Character_OpenEnded,Invincible,outfit,epic,,Guardians of the Globe,4,OG,2023-11-16T12:20:13Z
Character_OrinBlitz,Oathbound Orin,outfit,epic,,Oathbound Frenzy,7,2,2026-04-01T08:41:08Z
Character_OrinChai,Prince Orin,outfit,epic,CREW SERIES,Ageless Royalty,4,3,2023-07-29T05:32:56Z
Character_OuterGarment,Optimus Primal,outfit,epic,,Transformers,4,3,2023-06-09T06:00:00Z
Character_OutletVerve,Fernet,outfit,gaminglegends,Gaming Legends Series,Kernel Hearts,7,3,2026-08-17T16:00:57Z
Character_OutlineLove,Daenerys Targaryen,outfit,epic,,Ice and Fire,7,2,2026-03-20T13:00:31Z
Character_OvenDrastic,LIGHTNING Master Jay,outfit,epic,,LEGO NINJAGO®,7,1,2025-12-11T09:00:00Z
Character_OxideHoard,Dwight Schrute,outfit,epic,,The Office,7,1,2026-01-23T15:03:51Z
Character_OysterKnock,Hero Baymax,outfit,epic,,Big Hero 6,6,1,2024-12-01T03:58:22Z
Character_OzoneCredit,Butters Stotch,outfit,epic,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
Character_PacificSweater,Kenny McCormick,outfit,epic,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
Character_PaddleHarp_Gap,Luna Snow,outfit,marvel,MARVEL SERIES,Luna Snow,7,1,2026-02-16T00:00:00Z
Character_PageTruffle,Plungerman,outfit,epic,,Skibidi Toilet,6,1,2024-12-19T00:00:00Z
Character_PajamaSoar,2D,outfit,icon,Icon Series,Gorillaz,6,5,2025-08-26T08:00:00Z
Character_PalmTree,April O'Neil,outfit,epic,,TMNT,5,1,2023-12-07T17:39:21Z
Character_PandaSpeak,Linda Belcher,outfit,epic,,Bob's Burgers,7,2,2026-05-07T13:01:12Z
Character_PaperBlaze,Anwar,outfit,rare,,Radiant Moon,5,2,2024-03-08T13:32:49Z
Character_PaperGlow,Noorah,outfit,rare,,Radiant Moon,5,2,2024-03-08T13:32:49Z
Character_ParadeLotus,Hercules,outfit,epic,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
Character_ParrotPen,Eijiro Kirishima,outfit,epic,,My Hero Academia,4,4,2023-09-12T08:00:00Z
Character_PartyGold,Arkon,outfit,epic,,Party Merc,2,Remix,2024-11-13T10:14:32Z
Character_PartyJelly,Jella,outfit,epic,,Party Jelly,6,4,2025-06-18T09:06:01Z
Character_PastaSauceMarinara,Chromatica Armor Gaga,outfit,icon,Icon Series,Lady Gaga,5,1,2024-02-22T09:00:00Z
Character_PastaSauceSpice,Enigmatic Gaga,outfit,icon,Icon Series,Lady Gaga,5,1,2024-02-22T11:00:40Z
Character_PastelGlazeGift,Santa Suit Mariah,outfit,icon,Icon Series,Mariah Carey,6,1,2024-12-18T12:19:13Z
Character_PastelGlazeGrain,Mariah Carey,outfit,icon,Icon Series,Mariah Carey,6,1,2024-12-20T19:10:21Z
Character_Patches,Styx,outfit,epic,CREW SERIES,Unseen Rebel,4,2,2023-04-11T10:06:45Z
Character_PatronPoppet,Lexa Hexbringer,outfit,epic,,Toil & Trouble,5,4,2024-10-12T06:22:57Z
Character_PawJasmineGravity,Rove,outfit,epic,,Street Vision,6,4,2025-07-25T14:34:37Z
Character_PawJasmineSword,Eva,outfit,epic,,Street Vision,6,4,2025-07-25T14:34:37Z
Character_PeacefulPoem,Shredder,outfit,epic,,TMNT,5,1,2024-02-08T07:29:35Z
Character_PeacefulPoemPumped,Super Shredder,outfit,epic,,TMNT,5,1,2024-02-08T07:29:35Z
Character_PeaceScarf,Dr. Doofenshmirtz,outfit,epic,,Phineas and Ferb,7,2,2026-04-02T16:00:41Z
Character_PearlTaffyOpera,SOUR Olivia Rodrigo,outfit,icon,Icon Series,Olivia Rodrigo,7,3,2026-06-25T12:03:20Z
Character_PearlTaffyVista,Lover Girl Olivia Rodrigo,outfit,icon,Icon Series,Olivia Rodrigo,7,3,2026-06-25T12:03:20Z
Character_PearlTote,Rain-Bear,outfit,epic,,Rain-Bear Want Hug!!!,6,2,2025-03-25T17:24:52Z
Character_PebbleScout_Lean,K1ttyW1ns,outfit,epic,,Go Kat!,7,4,2026-08-21T15:01:57Z
Character_Pencil_Apple,Varsity Vanguard,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Cherry,Culture Club Commander,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Fig,Victory Valedictorian,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Grape,Midterm Maverick,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Guava,Rebel Rival,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Kiwi,Sporty Skirmisher,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Lime,Striker Senpai,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Mango,Ace Academic,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Pear,Studious Scout,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_Pencil_Raspberry,Prefect Patroller,outfit,epic,,Academy Champions,4,2,2023-05-21T19:16:19Z
Character_PennantSeasGlare,Agency Ace,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasGlare_B,Holly Hero,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasGlare_C,Slurp Soldier,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasGlare_D,Craggy Champion,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasGlare_E,Sandy Scout,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasShade,Misty Mercenary,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasShade_B,Stealthy Surveyor,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasShade_C,Spire Spy,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasShade_D,Convergence Captain,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PennantSeasShade_E,Frenzied Fighter,outfit,rare,,Second Drop,4,2,2023-05-02T12:59:13Z
Character_PeonyBellow,Paz the Wicked,outfit,epic,,Lawless Luxury,6,2,2025-04-08T08:41:18Z
Character_PepperBilly,Ramses,outfit,epic,,Shear Greatness,6,5,2025-09-18T13:08:36Z
Character_PersimmonSmoke,Rubian,outfit,epic,,Crimson Gamer,6,3,2025-05-02T13:15:59Z
Character_PhoenixKick_Gain,Mali,outfit,epic,,Island Brawler XII,7,4,2026-08-21T15:01:57Z
Character_PhoneCharger,Green Roots Billie,outfit,icon,Icon Series,Billie Eilish,5,2,2024-04-23T08:26:50Z
Character_Photographer_Holiday,Winter Wonder Skye,outfit,rare,,Quest Updated,4,1,2022-12-04T18:22:30Z
Character_PigeonChart,Ryomen Sukuna,outfit,epic,,Jujutsu Kaisen,6,1,2025-02-08T00:00:00Z
Character_PileStripes,Icy Holly Striker,outfit,epic,,Cold Snap,6,1,2024-12-18T12:19:13Z
Character_PillowMill_Mastery,Gwenpool,outfit,marvel,MARVEL SERIES,Gwenpool,5,4,2024-08-17T06:38:59Z
Character_PineTrimPack,MrSavage,outfit,icon,Icon Series,MrSavage,6,5,2025-09-23T15:31:36Z
Character_PineTrimSurge,Savage Siren,outfit,icon,Icon Series,MrSavage,6,5,2025-09-23T15:31:36Z
Character_PinkJet,Mina Park,outfit,rare,,Metalcore Mina,3,4,2022-11-15T10:41:18Z
Character_PinkSpike,Lennox Rose,outfit,epic,,"Lennox, IRL",3,4,2022-09-18T10:05:15Z
Character_PinkTrooperDark,Shady Zadie,outfit,epic,,Agency Renegades,3,4,2022-10-04T09:01:34Z
Character_PintPiano,Doc Brown,outfit,epic,,Back to the Future,7,1,2025-12-24T00:00:00Z
Character_PiperShelf_Pearl,Emma Frost,outfit,marvel,MARVEL SERIES,Emma Frost,5,4,2024-08-17T06:38:59Z
Character_PiperShelf_Pearl_NPC,TBD,outfit,epic,,,,,2024-08-17T06:38:59Z
Character_PiratePeak,Pyreheart,outfit,lava,Lava Series,Everburning Sea,7,2,2026-04-01T08:41:08Z
Character_PirouetteWeld,Drosera,outfit,rare,,Cobra Lily,4,4,2023-08-25T17:49:31Z
Character_PiteousKicks,Ascendant Midas,outfit,legendary,,Golden King,5,2,2024-03-08T13:32:49Z
Character_PiteousKicks_NPC,Ascendant Midas,outfit,legendary,,,5,2,2024-04-09T08:38:56Z
Character_PitGlass,Void Warrior Absenz,outfit,rare,,Voidlands Exile,5,1,2023-12-07T17:39:21Z
Character_PixieParts_Lava,The Guardian,outfit,epic,,The New Seven,7,3,2026-06-06T03:03:15Z
Character_PizzaParty,Piper Pace,outfit,epic,,Clutch Delivery,4,4,2023-08-25T17:49:31Z
Character_PlaidCarbon,Zenia,outfit,epic,,Rebel Rider,6,2,2025-04-08T08:41:18Z
Character_PlankCoverAge,Torque,outfit,epic,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverAge_B,Circuit,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverAge_C,Kickdown,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverAge_D,Downforce,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverAge_E,Chicane,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverWay,Rumblestrip,outfit,epic,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverWay_B,Camber,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverWay_C,RPM,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverWay_D,Powertrain,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlankCoverWay_E,Marshal,outfit,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
Character_PlantStand,Korra,outfit,epic,,Avatar,5,2,2024-03-08T13:32:49Z
Character_PlasticFork,Kirk Hammett,outfit,icon,Icon Series,Metallica,5,3,2024-06-15T20:50:31Z
Character_PlasticForkSwim,Puppet Master Kirk,outfit,icon,Icon Series,Metallica,5,3,2024-06-13T08:00:00Z
Character_PlatypusBranch,Apprentice Evie,outfit,starwars,Star Wars Series,Galactic Syndicate,6,3,2025-05-02T13:15:59Z
Character_PlotTwist,Anakin Skywalker,outfit,starwars,Star Wars Series,The Prequel Trilogy,4,2,2023-05-02T08:00:00Z
Character_PlumedStare,Corvida,outfit,epic,,Shadow Dancer,6,1,2025-01-31T14:25:34Z
Character_PocketScrunchie,Nemia,outfit,epic,,Demonically Cute,6,1,2025-01-14T09:36:24Z
Character_PointSmoke,Bones,outfit,epic,CREW SERIES,Skull Issue,6,2,2025-02-21T12:17:00Z
Character_PointWoof,Duke,outfit,epic,,Barkington Style Agency,6,2,2025-02-21T12:17:00Z
Character_PointyTemper,Torment,outfit,epic,,Demon Dunks,6,1,2025-01-14T09:36:24Z
Character_PolarityWinnField,Synthwave,outfit,epic,,Heroic Harmonizer,6,4,2025-06-07T19:01:48Z
Character_PolishedJade_Mind,Jade,outfit,epic,,Cursed Guardian,6,1,2024-12-01T03:58:22Z
Character_PolkaSkate,Wednesday Addams,outfit,epic,,Wednesday,6,5,2025-10-09T08:45:50Z
Character_PollenTrove,Polly,outfit,epic,,Bee Positive,6,4,2025-07-29T08:28:45Z
Character_PonyShore,Champion Loserfruit,outfit,epic,,FNCS Icons,6,3,2025-05-02T16:30:22Z
Character_PoolSwirl,Ryūji,outfit,epic,,Blade of the Dragon,6,1,2024-12-01T03:58:22Z
Character_PopDroid,Cuddle Team Rider,outfit,epic,,Cuddle Rider,6,5,2025-10-02T12:10:53Z
Character_Possession,Rift Warden Stellan,outfit,rare,,Rift's Warden,4,1,2023-01-18T13:30:34Z
Character_PossessionHologram_NPC,TBD,outfit,epic,,,,,2023-01-18T13:30:34Z
Character_PotteryWheel,Colossus,outfit,marvel,MARVEL SERIES,X-Men,5,3,2024-08-10T00:00:00Z
Character_PowerFarmer,Terminator,outfit,epic,,Future War,4,3,2023-07-29T05:32:56Z
Character_PowerFluff,Codi Cottontail,outfit,epic,,The Bright Rabbit,6,4,2025-06-18T09:06:01Z
Character_PowerfulDozen,Raphael,outfit,epic,,TMNT,5,1,2023-12-07T17:39:21Z
Character_PowerSpin,Amari,outfit,epic,,,7,1,2026-01-09T09:35:34Z
Character_PrairieGizmo,Coastal Machinist,outfit,epic,,Summer Ignition,6,4,2025-07-29T08:28:45Z
Character_PrairieSkip_Forge,The Machinist,outfit,epic,,Nitro Ignition,5,3,2024-05-24T08:11:50Z
Character_PrawnTwine,Bugs Bunny,outfit,epic,,Looney Tunes,7,2,2026-03-19T06:29:28Z
Character_PreciseRuffian,Serge,outfit,epic,,Fox Clan,6,1,2025-01-14T09:36:24Z
Character_PrecisionMongoose,Perseus,outfit,epic,,Mythbreaker,5,2,2024-04-23T08:26:50Z
Character_PreppyBeret,Siena Nyte,outfit,epic,,Night Glow,6,4,2025-06-07T19:01:48Z
Character_PressureGhoul,Rotten Penny,outfit,epic,,Ghoul Punk,5,4,2024-10-12T06:22:57Z
Character_PrickQuill,Xerick,outfit,epic,,The Dry Rider,6,2,2025-04-08T08:41:18Z
Character_PrimeOrder,Svenja,outfit,uncommon,,,3,4,2022-10-04T09:01:34Z
Character_PrimeRedux,Battalion Brawler,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_B,Battalion Brawler,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_C,Battalion Brawler,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_D,Battalion Brawler,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_E,Battalion Brawler,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_F,Recon Raider,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_G,Recon Raider,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_H,Recon Raider,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_I,Recon Raider,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrimeRedux_J,Recon Raider,outfit,common,,Island Originals ,,,2022-12-04T18:22:30Z
Character_PrismGlee,Skeletor,outfit,epic,,Masters of the Universe,7,3,2026-06-06T03:03:15Z
Character_PrismParticle,Dr. VinderBot,outfit,epic,,Vinderman 2.0,5,2,2024-02-22T11:00:40Z
Character_PrisonBreak,Barrett,outfit,rare,,Grizzled Instincts,4,2,2023-03-31T00:00:00Z
Character_PrivateJet,Jack Skellington,outfit,epic,,The Pumpkin King,4,4,2023-10-10T11:59:07Z
Character_PrizeTray,Peggy Hill,outfit,epic,,King of the Hill,7,2,2026-05-07T13:01:12Z
Character_ProdigyFire,Joni the Scarlet,outfit,epic,,,4,4,2023-09-12T09:40:36Z
Character_ProdigyHaughty,Formal Lucien West,outfit,epic,,,4,4,2023-09-12T09:40:36Z
Character_ProdigySage,Huntress Helsie,outfit,epic,,,4,4,2023-09-12T09:40:36Z
Character_ProngCling,Fionna the Human,outfit,epic,,Adventure Time,7,1,2026-01-16T00:00:00Z
Character_PsychicAphid,Zain,outfit,epic,,Chitonbreaker,5,4,2024-10-01T08:27:32Z
Character_PuffinSmile,Spider-Man Noir,outfit,marvel,MARVEL SERIES,Across the Spider-Verse,6,1,2024-12-05T14:17:00Z
Character_PumpkinPunk_Glitch,Chrome Punk,outfit,rare,,Carving Corps,3,4,2022-10-18T23:49:57Z
Character_PumpkinSkeleton,Jack O'Sassin,outfit,uncommon,,Carving Crew,3,4,2022-10-18T23:49:57Z
Character_PunkDevilSummerFNCS,Champion Surf Witch,outfit,epic,,FNCS,6,5,2025-08-26T08:18:15Z
Character_PureCereal,Ghost Face,outfit,epic,,Ghost Face,6,5,2025-10-10T14:25:13Z
Character_PuzzleShed,Finn the Human,outfit,epic,,Adventure Time,6,2,2025-04-10T14:02:44Z
Character_QuailWink,Mira (HUNTR/X),outfit,icon,Icon Series,KPop Demon Hunters,6,5,2025-10-02T08:00:00Z
Character_QualityCreek,Donatello,outfit,epic,,TMNT,5,1,2023-12-07T17:39:21Z
Character_QuarterClaspJoin,Redway Ruby,outfit,icon,Icon Series,Typical Gamer,7,2,2026-05-24T21:01:00Z
Character_QuarterClaspZoom,Typical Gamer,outfit,icon,Icon Series,Typical Gamer,7,2,2026-05-24T21:01:00Z
Character_QuartzSqueak,Pickle Rick,outfit,epic,,Solenya the Pickle Man,7,1,2026-03-05T15:29:53Z
Character_QueenTruth_Rind,Bart Simpson,outfit,epic,,The Simpsons,6,6,2025-11-02T00:00:00Z
Character_QuicheLorraineCrisp,Kim Kardashian,outfit,icon,Icon Series,,7,1,2025-12-12T10:05:30Z
Character_QuicheLorraineLime,Iconic Kim Kardashian,outfit,icon,Icon Series,,7,1,2025-12-12T10:05:30Z
Character_QuickBurst_Plains,Rust,outfit,epic,,Badlands Scavenger,5,3,2024-05-24T08:11:50Z
Character_QuietPeanuts,Leonardo,outfit,epic,,TMNT,5,1,2023-12-07T17:39:21Z
Character_QuirkLuster,Cha Hae-In,outfit,gaminglegends,Gaming Legends Series,Solo Leveling:ARISE,7,1,2026-02-19T10:00:25Z
Character_RadiantMove,Jewel,outfit,epic,,Supernova Academy,6,4,2025-07-15T08:18:07Z
Character_RadioPaca,Yon Dar 3000,outfit,epic,,Twin Turntables,6,5,2025-10-02T12:10:53Z
Character_RadiumFox_Flame,T-60 Power Armor,outfit,gaminglegends,Gaming Legends Series,Brotherhood of Steel,5,3,2024-05-24T08:11:50Z
Character_RadRat,KD Rattical,outfit,epic,,,7,2,2026-04-16T08:20:44Z
Character_RageDebris,Skillet,outfit,epic,,King of the Boom,6,2,2025-02-21T12:17:00Z
Character_RaggedRebel,Squadron Leader,outfit,epic,,Horizon's Flight,6,3,2025-05-16T08:50:37Z
Character_RaiderPink_Sherbert,Runway Racer,outfit,uncommon,,Velocity Chic,4,OG,2023-10-10T11:59:07Z
Character_RainbowSplash,Remembrance Salvador,outfit,epic,,Día de Muertos,6,6,2025-11-02T00:00:00Z
Character_RainbowStraps,Lana Llane,outfit,epic,CREW SERIES,Llana Origins,5,1,2024-01-23T13:34:48Z
Character_RaisinHunt_Rag,John Rambo,outfit,epic,,Rambo,7,3,2026-06-18T13:01:07Z
Character_RampageDiva_Jade,Hel,outfit,epic,,Hel's Underworld,7,2,2026-04-16T08:20:44Z
Character_RampCanal,Sung Jinwoo,outfit,gaminglegends,Gaming Legends Series,Solo Leveling:ARISE,7,1,2026-02-19T09:26:27Z
Character_RangeGawker,Carmine Rosso,outfit,epic,,,6,2,2025-03-11T08:32:47Z
Character_RankedBayonet,Felinos,outfit,epic,,Kat's M.E.O.W.,6,5,2025-09-18T13:08:36Z
Character_RankedOlympus,Odyssey,outfit,epic,,Ageless Odyssey,5,2,2024-03-08T13:32:49Z
Character_RankedOlympus_NPC,TBD,outfit,epic,,,,,2024-02-22T11:00:40Z
Character_RankedPhantom,Barricade,outfit,epic,,Brutal Defender,7,2,2026-03-19T06:29:28Z
Character_RankedScythe,Felina,outfit,epic,,Kat's M.E.O.W.,5,4,2024-09-17T08:31:42Z
Character_RankedShade,LCP Rogue,outfit,epic,,LCP Elite,7,3,2026-06-06T03:03:15Z
Character_RankedSpeeder,Drakon Steel Rider,outfit,epic,,Scarlet Champion,5,3,2024-05-24T08:11:50Z
Character_RankedTrooper,Vanguard Zadie,outfit,epic,,Metal Masq,6,2,2025-04-08T08:41:18Z
Character_RankedTrooperNoble,Elite Zadie,outfit,epic,,The Elites,6,2,2025-04-08T08:41:18Z
Character_RareDelightSail,Rosy Rift Goddess Ariana,outfit,icon,Icon Series,Ariana Grande,5,3,2024-05-31T00:00:00Z
Character_RaveNeon,Beat Man,outfit,epic,,,6,2,2025-04-08T08:41:18Z
Character_RebarGhoul,Heartbreaker Shadow,outfit,epic,,Cuddle Wings,6,1,2025-01-31T14:25:34Z
Character_RebelClaw_Aviator,Renegade Lynx,outfit,epic,,Storm Scavenger Lynx,4,OG,2023-11-03T09:12:39Z
Character_RebelFur,Lycan West,outfit,epic,,High Stakes Nitemares,6,5,2025-10-09T08:45:50Z
Character_RebelTempo,He-Man,outfit,epic,,Masters of the Universe,7,3,2026-06-06T13:01:18Z
Character_RecipeWhole,Jax,outfit,epic,,The Amazing Digital Circus,7,3,2026-06-12T13:01:03Z
Character_ReconExpert_FNCS,Recon Champion,outfit,uncommon,,FNCS,3,4,2022-11-01T13:50:36Z
Character_RecordScratch,Mina Ashido,outfit,epic,,My Hero Academia,4,4,2023-09-12T08:00:00Z
Character_RedJay,Evie X,outfit,epic,,Peace Syndicate,6,5,2025-08-26T08:18:15Z
Character_RedOasisApricot,FFC Chloe Kim,outfit,icon,Icon Series,Fortnite Football Club,3,4,2022-11-30T17:32:09Z
Character_RedOasisBlackberry,FFC TheGrefg,outfit,icon,Icon Series,Fortnite Football Club,3,4,2022-11-30T17:32:09Z
Character_RedOasisGooseberry,FFC Neymar Jr,outfit,icon,Icon Series,Fortnite Football Club,3,4,2022-11-30T17:32:09Z
Character_RedOasisJackfruit,FFC LeBron James,outfit,icon,Icon Series,Fortnite Football Club,3,4,2022-11-30T17:32:09Z
Character_RedOasisPomegranate,FFC Sparkplug,outfit,rare,,Fortnite Football Club,3,4,2022-11-30T17:32:09Z
Character_RedPepper,Doom Slayer,outfit,gaminglegends,Gaming Legends Series,Ultra-Nightmare,4,1,2022-12-04T18:22:30Z
Character_RelayStick,Horizon,outfit,epic,,Coachella,5,2,2024-04-12T00:00:00Z
Character_RelayStickBounty,Cosma,outfit,epic,,Coachella,5,2,2024-04-12T00:00:00Z
Character_RemoteControl,Toph Beifong,outfit,epic,,Avatar,5,2,2024-04-09T08:00:00Z
Character_RenegadeWhip,Deja Grimm,outfit,epic,,Wayward Witch,6,2,2025-03-11T08:32:47Z
Character_ReptilianOcean_Sleek,Medusa,outfit,epic,,The Serpentstone,5,2,2024-03-08T13:32:49Z
Character_RetroBlade,Pixel Polli,outfit,epic,,,7,3,2026-09-17T16:17:14Z
Character_RetroPhotographer,Lavendra,outfit,epic,,Flawless Flora,5,2,2024-05-05T16:03:20Z
Character_RetroWheels,Lina Scorch,outfit,rare,,Blazin' Wheels,5,1,2024-02-22T11:00:40Z
Character_RevoltCrush,The Grabber,outfit,epic,,Revenge Calling,6,5,2025-10-10T14:25:13Z
Character_RhombCamo,The Dealer,outfit,epic,,Dealer's Choice,4,OG,2023-11-03T09:12:39Z
Character_RhombCamo_NPC,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_RhombGuard_NPC,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_RhombPatrol_NPC,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_RimeSkate_Plow,Brunhild,outfit,epic,,Valkyrie Queen,7,2,2026-04-16T08:20:44Z
Character_RinkHat_Trick,Hattie Chirps,outfit,epic,,Sasclasher,7,1,2026-02-05T15:01:36Z
